"Date" "Mid Price"
9/14/2012 201.2934
9/13/2012 199.3017
9/12/2012 198.0205
9/11/2012 197.4581
9/10/2012 196.6131
9/7/2012 196.2293
9/6/2012 194.8322
9/5/2012 193.9786
9/4/2012 195.0836
8/31/2012 195.8038
8/30/2012 193.4631
8/29/2012 193.9684
8/28/2012 193.9097
8/27/2012 193.4628
8/24/2012 194.492
8/23/2012 195.5427
8/22/2012 196.2853
8/21/2012 195.9531
8/20/2012 194.132
8/17/2012 193.635
8/16/2012 193.6402
8/15/2012 192.0634
8/14/2012 190.1472
8/13/2012 189.5893
8/10/2012 190.2864
8/9/2012 191.7818
8/8/2012 190.8316
8/7/2012 190.3097
8/6/2012 188.1468
8/3/2012 187.2637
8/2/2012 182.2673
8/1/2012 184.3887
7/31/2012 183.8719
7/30/2012 186.4109
7/27/2012 185.5925
7/26/2012 183.7582
7/25/2012 183.323
7/24/2012 182.2393
7/23/2012 183.1907
7/20/2012 188.5126
7/19/2012 189.3409
7/18/2012 185.0091
7/17/2012 182.9171
7/16/2012 182.3714
7/13/2012 179.6413
7/12/2012 177.7148
7/11/2012 176.9017
7/10/2012 174.9657
7/9/2012 177.7673
7/6/2012 174.5822
7/5/2012 178.9064
7/3/2012 178.3134
7/2/2012 172.3748
6/29/2012 172.9657
6/28/2012 163.7405
6/27/2012 166.4895
6/26/2012 165.2326
6/25/2012 163.7774
6/22/2012 162.6564
6/21/2012 161.2961
6/20/2012 165.9957
6/19/2012 169.1763
6/18/2012 167.7743
6/15/2012 168.1104
6/14/2012 167.8947
6/13/2012 166.4512
6/12/2012 167.42
6/11/2012 167.628
6/8/2012 169.185
6/7/2012 170.0863
6/6/2012 170.1207
6/5/2012 167.9802
6/4/2012 167.8262
6/1/2012 166.8575
5/31/2012 171.2275
5/30/2012 173.2603
5/29/2012 177.3914
5/25/2012 178.2078
5/24/2012 177.7105
5/23/2012 176.997
5/22/2012 180.425
5/21/2012 181.9907
5/18/2012 180.7902
5/17/2012 181.1123
5/16/2012 181.9105
5/15/2012 182.6868
5/14/2012 182.5903
5/11/2012 184.5478
5/10/2012 185.971
5/9/2012 186.1945
5/8/2012 186.3446
5/7/2012 187.4769
5/4/2012 187.9605
5/3/2012 192.4875
5/2/2012 195.1645
5/1/2012 197.734
4/30/2012 196.9496
4/27/2012 196.8261
4/26/2012 196.145
4/25/2012 194.8484
4/24/2012 194.0588
4/23/2012 193.9474
4/20/2012 194.5047
4/19/2012 193.4281
4/18/2012 193.1267
4/17/2012 195.194
4/16/2012 194.2785
4/13/2012 196.1713
4/12/2012 197.6336
4/11/2012 195.3591
4/10/2012 193.9411
4/9/2012 196.9797
4/5/2012 198.2232
4/4/2012 196.6443
4/3/2012 200.6764
4/2/2012 201.5037
3/30/2012 198.1409
3/29/2012 196.7039
3/28/2012 200.1252
3/27/2012 202.6077
3/26/2012 202.9117
3/23/2012 202.3474
3/22/2012 200.1135
3/21/2012 202.2534
3/20/2012 201.8289
3/19/2012 204.9304
3/16/2012 204.3722
3/15/2012 201.6332
3/14/2012 202.2584
3/13/2012 203.9577
3/12/2012 202.7222
3/9/2012 203.6606
3/8/2012 202.5852
3/7/2012 201.1483
3/6/2012 199.8719
3/5/2012 202.9299
3/2/2012 203.1847
3/1/2012 205.701
2/29/2012 202.907
2/28/2012 202.8965
2/27/2012 205.2508
2/24/2012 206.3757
2/23/2012 204.1315
2/22/2012 202.7943
2/21/2012 201.8762
2/17/2012 198.5643
2/16/2012 197.9757
2/15/2012 196.9497
2/14/2012 195.7266
2/13/2012 196.1592
2/10/2012 194.3695
2/9/2012 196.5528
2/8/2012 195.1214
2/7/2012 194.7615
2/6/2012 193.7877
2/3/2012 193.1534
2/2/2012 190.6384
2/1/2012 191.5141
1/31/2012 191.4889
1/30/2012 191.6447
1/27/2012 193.2161
1/26/2012 192.7195
1/25/2012 191.7304
1/24/2012 190.9562
1/23/2012 190.96
1/20/2012 188.977
1/19/2012 191.2253
1/18/2012 190.5127
1/17/2012 191.1648
1/13/2012 188.8391
1/12/2012 190.0465
1/11/2012 192.4619
1/10/2012 193.9406
1/9/2012 192.3999
1/6/2012 192.2692
1/5/2012 192.0544
1/4/2012 194.5702
1/3/2012 193.4947
12/30/2011 187.2139
12/29/2011 187.4734
12/28/2011 187.3677
12/27/2011 189.6629
12/23/2011 187.4934
12/22/2011 187.248
12/21/2011 186.0502
12/20/2011 184.1859
12/19/2011 179.8357
12/16/2011 179.3721
12/15/2011 179.4682
12/14/2011 180.5416
12/13/2011 188.1805
12/12/2011 185.5282
12/9/2011 187.9576
